Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longtitude
Asian Civilisations Museum,"1 Empress Place, S(179555)",\$1.03/30min from 8am to 4.59pm,\$2.06/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$2.06/entry from 8am to 7.59am the following day,1.2874968999999998,103.85138609999998
The Mint Museum of Toys,"26 Seah Street, S(188382)",\$1.00/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.50/30min from 8am to 8am the following day,1.2963106000000002,103.8543948
Furama RiverFront Singapore,"405 Havelock Road, S(169633)",\$1.07/30min from 7am to 5pm,\$6.42/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2876702,103.8362205
National Institute of Education (NIE),"1 Nanyang Walk, S(637616)","Car Park 1 - \$0.02/min, Car Park 2, 3, 5 and 7 - \$0.01/min up to a maximum charge of \$4.80, Car Park 4 - \$0.01/min up to a maximum charge of \$2.40 from 5am to 5.45pm",Free parking after 5.45pm,Free parking,Free parking,1.3490643999999998,103.679107
Chancerlodge Complex,"105 Sims Avenue, S(387429)",\$0.50/30min from 8am to 6pm,\$2.00/entry from 6pm to 8am the following day,Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.3145584,103.87722600000001
JTC Blk 8 Chia Ping Road,"8 Chia Ping Road, S(619973)",\$0.50/30min from 7.30am to 7.30pm,\$0.50/30min from 7.30am to 7.30pm,Charges same as weekdays,Closed,1.3303973,103.72064209999999
Citilink Warehouse Complex,"102E Pasir Panjang Road, S(118529)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6.00pm",\$1.50/entry from 6.01pm to 10pm,Charges same as weekdays,\$1.50/entry from 7.01am to 10pm,1.2760133999999999,103.7953538
New Tech Park,"151 Lorong Chuan, S(556741)",\$1.10/hr from 7.01am to 6pm,\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$1.50/entry from 7.01am to 7am the following day,1.3520311,103.86065440000002
Pantech 21,"200 Pandan Loop, S(128388)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6pm",\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,Closed,1.311205,103.751897
EDB Learning Center,"2985 Jalan Bukit Merah, S(159457)",\$0.55/30min from 8am to 6pm,\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day,1.2822875,103.8216645
Eng Say Garden,Siglap Road,\$0.50/30min from 8am to 6pm,\$1.20/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,1.313587,103.923105
171 Kallang Way,"171 Kallang Way, S(349250)",\$0.50/30min from 8am to 10pm daily,\$0.50/30min from 8am to 10pm daily,Charges same as weekdays,Charges same as weekdays,1.324247,103.874408
Mandai Orchid Garden,"20 Mandai Lake Road, S(729825)",Free Parking,Free Parking,Free Parking,Free Parking,1.4067558999999998,103.783213
Snow City,"21 Jurong Town Hall Road, S(609433)",\$0.60/30min from 7am to 7pm,\$0.60/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3331217,103.73565390000002
Chinatown Heritage Centre,"48 Pagoda Street, S(059207)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.2835083999999999,103.84435140000001
Berjaya Hotel,"83 Duxton Road, S(089540)",\$1.00/30min from 8.30am to 5pm,"\$1.00/hr from 5pm to 10pm, Free parking from 10pm to 8.30am the following day",Charges same as weekdays,"\$1.00/hr from 8.30am to 10pm, Free parking from 10pm to 8.30am the following day",1.2786983,103.84319
Holiday Inn Atrium Singapore,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,\$3.85/entry from 7am to 7am the following day,\$3.85/entry from 7am to 7am the following day,1.2889661,103.8341897
Hotel Grand Central,"22 Cavenagh Road, S(229617)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.301216,103.841728
The National Museum of Singapore,"93 Stamford Road, S(178897)",\$2.50/hr from 7am to 6pm,"\$4.00/entry from 6pm to 3am, \$4/hr from 3am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.2967773,103.8486632
Royal Selangor Pewter Museum,"32 Pandan Road, S(609279)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry,1.3016101,103.7499277
Changi Chapel and Museum (The Changi Museum),"1000 Upper Changi Road North, S(507707)",Free Parking,Free Parking,Free Parking,Free Parking,1.362182,103.974029
Hua Song Museum,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.285506,103.7831439
NUS Museum (University Cultural Centre),"50 Kent Ridge Crescent, S(119279)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.301897,103.772451
Malay Heritage Centre,"85 Sultan Gate, S(198501)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3031694,103.85975970000001
Republic of Singapore Air Force Museum (RSAF Museum),"400 Airport Road, S(534234)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,1.3467589,103.8991423
Republic of Singapore Navy Museum,"32 Admiralty Road West, Endurance Block, Sembawang Camp, S(759959)",*,*,*,*,1.352083,103.819836
Singapore Philatelic Museum,"23B Coleman Street, S(179807)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2929409,103.848701
The Singapore Mint,"20 Teban Gardens Crescent, S(608928)",Free Parking,Free Parking,Free Parking,Free Parking,1.3250178999999997,103.7395875
Bukit Timah Nature Reserve,"177 Hindhede Drive, S(589333)",Free Parking,Free Parking,Free Parking,Free Parking,1.3485850000000001,103.776634
Chinese Garden,"1 Chinese Garden Road, S(619795)","1st hr free, \$0.50 for next subsequent 30min from 6am to 6pm",\$0.50/30min from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.3361889999999998,103.73096
Japanese Garden,"1 Chinese Garden Road, S(619795)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,1.3361889999999998,103.73096
Labrador Nature Reserve (Car Park A and B),"Labrador Villa Road, S(001340)",Free Parking,Free Parking,Free Parking,Free Parking,1.2701688999999998,103.8017137
Fort Canning Park (Percival Road Car Park B),Percival Road,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2966176,103.84674749999999
Registry of Marriages (ROM),"7 Canning Rise, S(179869)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2943579,103.848084
Mount Faber Park,"109 Mount Faber Road, S(099203)",Free Parking,Free Parking,Free Parking,Free Parking,1.2711456,103.8195228
"Pasir Ris Park (Car Park A, C, D and F)",Jalan Loyang Besar,\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3795882,103.96045409999999
Pasir Ris Park (Car Park B and E),Pasir Ris Close,HDB / URA parking rates from 8.30am to 10pm,Free parking from 10pm to 8.30am the following day,Charges same as weekdays,Charges same as weekdays,1.3774819999999999,103.9559713
Bedok Reservoir Park,"Blk 739A, Bedok Reservoir Road, S(471739)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3379321000000002,103.92336350000001
Sungei Buloh Wetland Reserve,"301 Neo Tiew Crescent, S(718925)",Free parking from 7am to 7pm daily,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.446721,103.73005490000001
Abdul Gaffoor Mosque,"41 Dunlop Street, S(209369)",\$1.30/hr from 7am to 5pm,"\$1.60/entry from 5pm to 12midnight, \$1.10/hr from 12midnight to 7am the following day",Charges same as weekdays,"\$2.00/entry from 7am to 12midnight, \$1.60/hr from 12midnight to 7am the following day",1.3043995000000002,103.8537011
The Church Of True Light,"25G Perak Road, S(208142)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3053540000000001,103.85386559999999
Armenian Church of Saint Gregory,"60 Hill Street, S(179366)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.29304,103.84917
Buddha Tooth Relic Temple and Museum (Singapore),"288 South Bridge Road, S(058840)",\$1.20/30min from 7am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.2814698,103.8442667
NEWater Visitor Centre,"20 Koh Sek Lim Road, S(486593)",Free parking,Car park closed after 5.30pm,Charges same as weekdays,Charges same as weekdays,1.3241466999999998,103.9586925
Masjid Hajjah Fatimah Mosque,"4001 Beach Road, S(199584)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3029138999999998,103.862853
Masjid Jamae Chulia Mosque,"218 South Bridge Road, S(058767)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2831582000000001,103.84544749999999
Changi Airport Terminal 3,"65 Airport Boulevard, S(819663)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,1.3546098999999998,103.98514279999999
Newton Circus Food Centre,"Clemenceau Ave North, S(229491)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3092006,103.8397791
