Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)","\$2.50 for 1st hr, \$1.20 for subsequent 30min from 6am to 6pm",\$2.40/entry from 5pm to 11pm,"\$2.40/30min from 7am to 2pm, \$2.40/entry from 2pm to 11pm",\$2.40/entry from 7am to 7am the following day,1.3200571,103.8447847,"(1.3200571000000001, 103.84478470000001)",0.02303934270932804,1.8124334040396322,"(0.023039342709328042, 1.8124334040396322)"
Robinson 77,"77 Robinson Road, S(068896)",\$2.40/30min from 7am to 5pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2777688999999999,103.8483915,"(1.2777689000000001, 103.84839150000001)",0.02230127438458617,1.812496354575093,"(0.022301274384586171, 1.8124963545750929)"
Woodlands East Industrial Estate,"20 Woodlands Link, S(738733)",HDB / URA parking rates,Private Car Park,Private Car Park,Private Car Park,1.4505617,103.8111979,"(1.4505617, 103.81119790000001)",0.02531707766832623,1.811847203794423,"(0.025317077668326231, 1.8118472037944231)"
Singapore Islamic Hub,"273 Braddell Road, S(579702)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.342913,103.851895,"(1.342913, 103.851895)",0.02343825341783461,1.8125575021854365,"(0.02343825341783461, 1.8125575021854365)"
Singapore Land Tower,"50 Raffles Place, S(048623)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2847487,103.8519923,"(1.2847487, 103.85199229999999)",0.02242309487571687,1.8125592003907989,"(0.022423094875716872, 1.8125592003907989)"
Realty Centre,"15 Enggor Street, S(079716)",Private Car Park,\$1.07/30min from 7pm to 7am the following day,\$1.07/30min from 7am to 7am the following day,\$1.07/30min from 7am to 7am the following day,1.2740173,103.844182,"(1.2740173000000001, 103.84418199999999)",0.022235796612368353,1.8124228849402302,"(0.022235796612368353, 1.8124228849402302)"
OrangeTee Building,"430 Lorong 6 Toa Payoh, S(319402)",\$1.07/30min from 7am to 7pm,\$0.03/min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays,1.331579,103.849209,"(1.3315790000000001, 103.849209)",0.023240437800413575,1.812510622641728,"(0.023240437800413575, 1.812510622641728)"
Gardens by the Bay,"18 Marina Gardens Drive, S(018953)",\$0.03/min from 5am to 6pm,\$3.00/entry from 10.31pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2813011,103.864418,"(1.2813011000000001, 103.864418)",0.02236292290442512,1.8127760697676638,"(0.022362922904425118, 1.8127760697676638)"
Marina Bay Cruise Centre Singapore (MBCCS),"61 Marina Coastal Drive, S(018947)","\$2.00/hr for 1st 2hr, \$3.00 for next subsequent hr from 7.01am to 10.30pm","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2709258999999995,103.8634087,"(1.2709258999999995, 103.86340870000001)",0.02218184150387219,1.8127584541595232,"(0.022181841503872191, 1.8127584541595232)"
Marina Bay Financial Centre Tower 1,"8 Marina Boulevard, S(018981)",\$1.07/10min block or part thereof from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day",1.2798896999999998,103.8548685,"(1.2798896999999998, 103.85486850000001)",0.022338289327362464,1.8126093995507444,"(0.022338289327362464, 1.8126093995507444)"
Marina Bay Link Mall,8A Marina Boulevard S(018984),\$1.18/10min from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2801731,103.8541949,"(1.2801731000000001, 103.8541949)",0.022343235590462623,1.8125976430129032,"(0.022343235590462623, 1.8125976430129032)"
Marina Bay Financial Centre Tower 3,10 Marina Boulevard S(018983),\$1.08/10min block or part thereof from 6am to 6pm,"\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",Charges same as weekdays,"\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 12midnight to 11.59pm",1.2792463,103.8541121,"(1.2792463000000001, 103.85411209999999)",0.022327059878955138,1.8125961978802825,"(0.022327059878955138, 1.8125961978802825)"
The Star Vista,"1 Vista Exchange Green, S(138617)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",\$2.50/entry from 5pm to 6.59am the following day,Charges same as weekdays,\$3.00/entry from 12am to 11.59pm,1.3067634,103.7884236,"(1.3067633999999999, 103.78842359999999)",0.02280732387455567,1.8114497172745863,"(0.022807323874555668, 1.8114497172745863)"
Mount Elizabeth Novena Hospital,38 Irrawaddy Road S(329563),"\$2.80 for 1st hr, \$1.50 for next subsequent 30min from 7am to 4.59pm","\$5.00/entry from 6.01pm to 12midnight, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 701am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day",1.3221332000000001,103.8441851,"(1.3221331999999999, 103.84418509999999)",0.023075577489928695,1.8124229390454372,"(0.023075577489928695, 1.8124229390454372)"
Fullerton Bay Hotel,"80 Collyer Quay, S(049326)",\$2.80/30min from 7.01am to 6pm,"\$2.14 for 1st 2hr, \$0.81 for next subsequent 30min from 6pm to 5.59am the following day",Charges same as weekdays,Charges same as weekdays,1.2839163,103.8536559,"(1.2839163, 103.85365590000001)",0.02240856675502327,1.812588235688235,"(0.022408566755023271, 1.812588235688235)"
Greenwich Village,1 Seletar Road S(807011),"\$1.34/hr, \$0.81 for subsequent 30min from 6am to 5.59pm","\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",1.3875273,103.869312,"(1.3875273000000001, 103.86931199999999)",0.024216919846307115,1.8128614861812562,"(0.024216919846307115, 1.8128614861812562)"
Angullia Park,"Angullia Park, S(239974)",\$1.30/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",1.3036631,103.830084,"(1.3036631000000001, 103.830084)",0.02275321343175609,1.8121768284222841,"(0.022753213431756091, 1.8121768284222841)"
Penang Road,Penang Road,\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",1.298794,103.8438609,"(1.298794, 103.84386090000001)",0.02266823160514723,1.812417280688002,"(0.022668231605147231, 1.8124172806880019)"
Neil Road,Neil Road,\$1.00/30min from 7am to 5pm,"\$0.70/30min from 5pm to 7am, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,\$0.70/30min from 7am to 7am the following day,1.2780837,103.8406133,"(1.2780837, 103.84061329999999)",0.02230676868107145,1.8123605993752143,"(0.02230676868107145, 1.8123605993752143)"
Grange Road / Somerset Road,Grange Road / Somerset Road,\$1.30/30min from 7am to 5pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3008558,103.8372612,"(1.3008558000000001, 103.83726120000001)",0.02270421680366485,1.812302094193358,"(0.022704216803664849, 1.8123020941933581)"
Hindoo Road / Kampong Kapor Road,Hindoo Road / Kampong Kapor Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3073348999999999,103.85394,"(1.3073349000000001, 103.85394000000001)",0.022817298431230815,1.8125931941686397,"(0.022817298431230815, 1.8125931941686397)"
Hindoo Road,Hindoo Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3079731,103.8547067,"(1.3079731000000001, 103.85470670000001)",0.022828437122517045,1.8126065756080147,"(0.022828437122517045, 1.8126065756080147)"
Shrewsbury Road,Shrewsbury Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3183851,103.8490913,"(1.3183851, 103.8490913)",0.023010160804234694,1.8125085683891984,"(0.023010160804234694, 1.8125085683891984)"
Kampong Bugis Road,Kampong Bugis Road,\$0.50/30min from 7am to 7am the following day,"\$2.14/entry from 5pm to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",Charges same as weekday,"\$2.14/entry from 8am to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",1.3075391,103.8660948,"(1.3075391000000001, 103.8660948)",0.02282086239356339,1.8128053354485612,"(0.022820862393563391, 1.8128053354485612)"
10 Raeburn Park,"10 Raeburn Park, S(088702)",\$1.07/hr from 8am to 4.59pm,"\$2.50/entry from 6pm to 9.59pm, \$4.00/entry from 10pm to 6.59am the following day","\$0.80/30min from 7am to 2.59pm, \$4.00/entry from 3pm to 6.59am the following day",\$4.00/entry from 7am to 6.59am the following day,1.2736132,103.8331396,"(1.2736132, 103.8331396)",0.022228743736861043,1.812230158702908,"(0.022228743736861043, 1.8122301587029079)"
34 Boon Leat Terrace,"34 Boon Leat Terrace, S(119866)",\$0.80/30min from 7am to 5.59pm,\$2.14/entry from 7pm to 6.59am the following day,"\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 12.59pm, \$2.14/entry from 1pm to 6.59am the following day.","\$2.14/entry from 7am to 10.59pm, \$2.14/entry from 11pm to 6.59am the following day",1.2762877,103.7971727,"(1.2762877000000001, 103.7971727)",0.022275422567705632,1.8116024178761725,"(0.022275422567705632, 1.8116024178761725)"
1557 Keppel Road,"1557 Keppel Road, S(089066)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 7pm",\$2.14/30min from 12midnight to 6.59am the following day,Charges same as Weekdays,Charges same as Weekdays,1.2730833,103.8406381,"(1.2730833000000001, 103.84063809999999)",0.022219495237154725,1.8123610322168688,"(0.022219495237154725, 1.8123610322168688)"
Tan Chong Industrial Park,"798 Upper Bukit Timah Road, S(678138)",\$1.07/30min from 7am to 11.59pm,\$0.02/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,1.3735058999999998,103.763909,"(1.3735058999999998, 103.763909)",0.023972200250567982,1.8110218567897767,"(0.023972200250567982, 1.8110218567897767)"
Burghley Lifestyle Hub,"45 Burghley Drive, (S)559022",\$0.02/min from 7am to 7am the following day,\$1.30/30min from 6am to 6am the following day,Charges same as Weekdays,Charges same as Weekdays,1.3597681,103.8596263,"(1.3597681000000001, 103.85962629999999)",0.023732430408587506,1.812692438825896,"(0.023732430408587506, 1.812692438825896)"
25 Lorong 8 Toa Payoh,"25 Lorong 8 Toa Payoh, S(319263)",\$1.30/30min from 6am to 6am the following day,\$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day,Charges same as Weekdays,"Free parking from 7am to 10.30pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day",1.338557,103.860755,"(1.338557, 103.86075500000001)",0.023362226875617738,1.8127121383571632,"(0.023362226875617738, 1.8127121383571632)"
YS-One,"1 Yishun Street 23, (S)768441",\$0.02/min from 7am to 10.30pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.43879,103.8412138,"(1.43879, 103.84121379999999)",0.025111622744769215,1.8123710800773727,"(0.025111622744769215, 1.8123710800773727)"
East Coast Park (Carpark E3),East Coast Park Service Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3073011,103.9296226,"(1.3073011000000001, 103.92962259999999)",0.022816708509943644,1.8139141047251097,"(0.022816708509943644, 1.8139141047251097)"
East Coast Park (Carpark E2),"1220 East Coast Parkway, S(468960)",\$0.50/30min from 7am to 7am the following day,"\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3066799999999998,103.935039,"(1.3066799999999998, 103.935039)",0.022805868269959503,1.8140086387387147,"(0.022805868269959503, 1.8140086387387147)"
Yew Tee Point,"21 Choa Chu Kang North 6, S(689578)","\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",\$0.50/30min from 5pm to 7am the following day,"\$0.50/30min from 7am to 11am, Free parking from 11am to 7pm, \$0.50/30min from 7pm to 7am the following day",Free parking from 7am to 7am the following day,1.39729,103.746546,"(1.3972899999999999, 103.746546)",0.024387311105191566,1.8107188152717528,"(0.024387311105191566, 1.8107188152717528)"
Gillman Barracks,"7 Lock Road, S(108935)","Free parking for 1st hr, \$0.50/30min for 2nd hr, \$3.00/hr from the 3rd hr from 7am to 5pm",\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.2776906000000001,103.8045064,"(1.2776905999999999, 103.80450640000001)",0.022299907791781863,1.8117304150875257,"(0.022299907791781863, 1.8117304150875257)"
Jem,"50 Jurong Gateway Road, S(608549)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 6am to 6pm",\$2.50/entry from 7.01pm to 6.59pm the following day,Charges same as Weekdays,Free Parking from 7am to 6.59am the following day,1.333253,103.7433657,"(1.333253, 103.7433657)",0.023269654612091958,1.810663308565552,"(0.023269654612091958, 1.8106633085655519)"
IBM Singapore Technology Park ,"6 Tampines Industrial Avenue 5, S(528760)",\$0.025/min from 7am to 7pm,\$3.50/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.373163,103.929232,"(1.3731629999999999, 103.929232)",0.023966215516562892,1.8139072874690514,"(0.023966215516562892, 1.8139072874690514)"
Rochester Mall,"33 Rochester Drive, S(138639)","\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.3059981,103.7886439,"(1.3059981000000001, 103.7886439)",0.022793966869790155,1.8114535622349284,"(0.022793966869790155, 1.8114535622349284)"
OG Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm",\$3.75/entry from 7pm to 6am the following day,Charges same as weekdays,"\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day",1.3014668,103.8405561,"(1.3014668, 103.8405561)",0.02271488076539454,1.812359601046882,"(0.022714880765394539, 1.8123596010468821)"
People's Park Complex,"1 Park Road, S(059108)","\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm",\$1.20/30min from 7am to 10.59pm,Charges same as weekdays,Charges same as weekdays,1.2841977,103.8425488,"(1.2841977, 103.8425488)",0.022413478111538383,1.8123943802228868,"(0.022413478111538383, 1.8123943802228868)"
OG People's Park,"100 Upper Cross Street, S(059108)",\$1.20/30min from 7am to 10.59pm,\$0.80/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.80/30min from 8am to 8am the following day,1.2851228,103.8431638,"(1.2851228000000001, 103.84316379999999)",0.02242962415244858,1.8124051139977864,"(0.02242962415244858, 1.8124051139977864)"
Wilby Central,"Wilby Bukit Timah, 25 Wilby Road S(276300)",\$1.60/30min from 8am to 5pm,\$2.00/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3321565,103.7883996,"(1.3321565, 103.78839959999999)",0.02325051707684384,1.811449298395566,"(0.023250517076843839, 1.8114492983955659)"
myVillage@Serangoon Garden,"1 Maju Avenue #02-03/04/05/06, S(556679)",\$2.00/hr from 7am to 7am the following day,"\$1.50/hr for 1st 2hr, \$2.50 for next subsequent hr from 5pm to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day",1.3651296,103.8651984,"(1.3651295999999999, 103.86519840000001)",0.023826006236433182,1.8127896903171463,"(0.023826006236433182, 1.8127896903171463)"
Breadtalk building,"30 Tai Seng Street, S(534013)","\$1.50/hr for 1st 2hr, \$3.50 for next subsequent hr from 5am to 5pm",Private Carpark,Private Carpark,Private Carpark,1.3343323,103.8895688,"(1.3343323, 103.88956879999999)",0.023288491950708735,1.8132150340371744,"(0.023288491950708735, 1.8132150340371744)"
