,Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude
566,Costa Sands Resort (Pasir Ris),"159M Jalan Loyang Besar, S(509404)","\$0.0214/min from Mon to Fri from 12.01am to 5pm. Free parking from 12pm to 2pm from Mon to Thurs (except School / Public Holidays, and Eve of Public Holidays)",\$2.14/entry from Mon to Thurs from 5pm to 12midnight. \$3.21/entry on Fri from 5pm to 12midnight.,"\$0.0214/min from 12.01am to 5pm, \$3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays","\$0.0214/min from 12.01am to 5pm, \$3.21/entry from 5pm to 12midnight and rates includes eve of PH and School Holidays",1.3790148000000002,103.95885240000001
567,Sentosa - Costa Sands Resort,Imbiah Walk,Free Parking,Free Parking,Free Parking,Free Parking,1.2562898,103.8133187
568,Zirca Mega Club,"3C River Valley Road, S(179022)","\$2.00 for 1st 2hr, \$1.00 for next subsequent hr from 7am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day up to a maximum charge of \$5.00",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.2908329,103.846009
569,Marina Bay Golf Course (MBGC),"80 Rhu Cross, S(437437)",Free Parking,Free Parking,Free Parking,Free Parking,1.293302,103.871554
570,Tanglin Public Golf Course & Tennis Courts,"130E Minden Road, S(248819)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.305807,103.815495
571,Orchid Country Club (OCC),"1 Orchid Club Road, S(769162)",Free Parking,Free Parking,Free Parking,Free Parking,1.4111201,103.8443187
572,Laguna National Golf and Country Club,"11 Laguna Golf Green, S(488047)",Free Parking,Free Parking,Free Parking,Free Parking,1.3237873,103.9632967
573,Raffles Country Club (RCC),"450 Jalan Ahmad Ibrahim, S(639932)",Free Parking,Free Parking,Free Parking,Free Parking,1.335269,103.65191999999999
574,Seletar Country Club,"101 Seletar Club Road, S(798273)",Free Parking,Free Parking,Free Parking,Free Parking,1.409643,103.858065
575,Sembawang Country Club,"249 Sembawang Road, S(758352)",Free Parking,Free Parking,Free Parking,Free Parking,1.4166459999999998,103.815968
576,Sentosa Golf Club (SGC),"27 Bukit Manis Road, S(099892)",Free Parking,Free Parking,Free Parking,Free Parking,1.2438513999999998,103.8293374
577,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",\$0.50/30min from 7am to 5pm,"\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,"\$1.00/entry from 7am to 12midnight, \$2.00/entry from 12midnight to 7am the following day",1.3920229,103.7432804
578,Civil Service Club (Tessensohn Clubhouse),"60 Tessensohn Road, S(217664)",(For Member): \$1.00/hr from 6am to 6pm (For Public): \$2.00/hr from 6am to 6pm,"(For Member): \$1.80/entry from 6pm to 3am the following day, \$1.50/hr from 3am to 6am (For Public): \$4.00/entry from 6pm to 3am the following day, \$2.00/hr from 3am to 6am",Charges same as weekdays,Charges same as weekdays,1.3158871,103.85601319999999
579,Civil Service Club (Bukit Batok Clubhouse),"91 Bukit Batok West Avenue 2, S(659206)",(For Member): \$1.00/hr from 6am to 5pm (For Public): \$1.80/hr from 6am to 5pm,"(For Member): \$1.50/entry from 5pm to 12midnight, \$1.50/hr from 12midnight to 6am the following day (For Public): \$3.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 6a",Charges same as weekdays,(For Member): \$1.50/entry from 6am to 6am the following day (For Public): \$3.50/entry from 6am to 6am the following day,1.3528495,103.74939570000001
580,Tanjong Pagar Railway Station,"30 Keppel Road, S(089059)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.272837,103.83691800000001
581,OG Albert,"60 Albert Street, S(189969)",\$1.20/30min from 7am to 10.59pm,\$1.20/30min from 7am to 11pm,Charges same as weekdays,Charges same as weekdays,1.3023696000000002,103.8538787
582,Hotel Bencoolen,"47 Bencoolen Street, S(189626)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.2991864,103.8500772
583,Lion City Hotel,"15 Tanjong Katong Road, S(436950)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.3144923000000002,103.8949267
584,ACTION Theatre,"42 Waterloo Street, S(187951)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.2983719999999999,103.850933
585,The Necessary Stage,"278 Marine Parade Road, S(449282)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,Free Parking,1.3048893,103.9096223
586,Toy Factory Productions,"15A Smith Street, S(058929)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2821016,103.844464
587,Singapore National Eye Centre (SNEC),"11 Third Hospital Avenue, S(168751)","\$0.036/min from 7am to 5.30pm, Additional \$3.00 Valet parking applicable to the normal parking fee",No Valet parking after 5.30pm,No Valet parking,No Valet parking,1.280899,103.83549190000001
588,ParkwayHealth Day Surgery and Medical Centre,"363 Balestier Road, S(329784)","\$1.04 for 1st hr, \$0.53 for next subsequent 30min from 8am to 4.59pm",\$1.55/entry from 5pm to 7.59am the following day,Charges same as weekdays,Charges same as weekdays,1.3244614,103.8506895
589,Singapore National Eye Centre (SNEC Balestier Branch),"363 Balestier Road, S(329784)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.3244614,103.8506895
590,"The Galen, Singapore Science Park II","61 Science Park Road, S(117525)","\$1.60 for 1st hr, \$1.07 for next subsequent 30min from 7.30am to 7.30pm",Free parking from 7.30pm to 7.30am the following day,Free Parking,Free Parking,1.286416,103.783516
591,Keppel Bay Tower,"1 Harbourfront Avenue, S(098632)",\$1.03/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am",Charges same as weekdays,Charges same as weekdays,1.2648866,103.8182751
592,Jurong Crocodile & Reptile Paradise ,"241 Jalan Ahmad Ibrahim, S(629143)","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day","\$2.00/entry from 8am to 6pm, Free parking from 6pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.32083,103.70895420000001
593,NUS Car Park 10A - CRISPS,Kent Ridge Road,\$1.20/hr from 8.30am to 7.30pm,Free Parking from 7.30pm to 8.30am the following day,\$1.20/hr with a Maximum Charge of \$2.60 from 8.30am to 5pm,Free Parking,1.2934337,103.7719271
594,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2979348,103.773175
595,NUS Car Park 5 - Sports and Recreation Centre,Sports Drive 2,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.3006455,103.7746495
596,NUS Car Park 6B - University Hall,Lower Kent Ridge Road,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2971593000000001,103.78190129999999
597,NUS Car Park 10 - Block SoC 1,Lower Kent Ridge Road,"*\$0.0321/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0321/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2971593000000001,103.78190129999999
598,NUS Car Park 12 - Hon Sui Sen Memorial Library,Hon Sui Sen Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2927731000000002,103.7738717
599,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 6.30pm to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day,*Free parking whole day from 8.30am to 8.29am the following day,1.2934337,103.7719271
600,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2934337,103.7719271
601,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2924835,103.77957059999999
602,NUS Car Park 11 - In front of IMRE,Research Link,"*\$0.0214/min from 8.30am to 6pm, \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2949585,103.77494250000001
603,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.2913685,103.7758791
604,One George Street,"1 George Street, S(049145)",\$2.50/30min from 7am to 6pm,\$3.60/entry after 6pm to 7am the following day,"\$2.50/30min from 7am to 1pm, \$3.60/entry from 1pm to 7am the following day",\$3.60/entry from 7am to 7am the following day,1.2859597,103.847848
605,Fairmont Singapore,"80 Bras Basah Road, S(189560)","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 6pm",\$3.00/entry from 6pm to 8am the following day,"\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day","\$2.20 for 1st 2hr, \$0.55 for next subsequent 15min from 8am to 8am the following day",1.293396,103.85346190000001
606,Singapore Turf Club (STC),"1 Turf Club Avenue Singapore Racecourse, S(738078)",\$3.00/entry from 9am to 5pm from Mon to Thurs,\$5.00/entry from 5pm to 8am the following day from Mon to Thurs,\$6.00/entry from 9am to 8pm from Fri to Sunday,\$6.00/entry from 9am to 8pm from Fri to Sunday,1.4218875,103.76447040000001
607,Safra Toa Payoh,"293 Lorong 6 Toa Payoh, S(319387)","(For Member): \$1.25/hr, \$0.32 for next subsequent 15min, (For Public): \$2.30/hr, \$0.58 for next subsequent 15min from 6am to 5.59pm","(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6pm to 5.59am the following day",Charges same as weekdays,"(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6am to 6am the following day",1.329911,103.854256
608,Alliance Francaise de Singapour,"1 Sarkies Road, S(258130)",\$5.00/entry from 7am to 6pm,\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3141457,103.83706109999999
609,Hock Seng Building,"114 Lavender Street, S(338729)",*,*,*,*,1.3116418,103.8632944
610,Marine Cove,"1000 East Coast Parkway, S(449876)",\$2.60/entry from 3am to 3am the following day,\$2.60/entry from 3am to 3am the following day,"\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day","\$2.60 for 1st 2hr, \$1.30 for next subsequent hr from 3am to 3am the following day",1.3013855,103.912858
611,Strand Hotel,"25 Bencoolen Street, S(189619)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.2986765999999998,103.84971230000001
612,Raffles Town Club,"1 Plymouth Avenue, S(297753)","\$2.00 for 1st hr, \$1.50 till 5pm.",\$3.00/entry after 5 pm.,Charges same as weekdays,Charges same as weekdays,1.3216777,103.82488149999999
613,Orchard Grand Court,"131 Killiney Road, S(239571)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5.59pm",\$4.00/entry from 6pm to 6.59am,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day,1.2973350000000001,103.83843940000001
614,Republic Polytechnic,"9 Woodlands Ave 9, S(738964)",\$1.00/hr from 7.01am to 10.30pm,\$1.00/hr from 10.31pm to 7.00am the following day,Charges same as weekdays,Charges same as weekdays,1.443092,103.7855793
615,MICA Building,"140 Hill Street, S(179369)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2907565,103.8481312
616,Naumi Hotel,"41 Seah Street, S(188396)","\$1.50 for 1st 30min, \$1.20 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$3.00/entry from 8am to 8am the following day,1.2959204,103.8551644
617,National Dental Centre,"5 Second Hospital Avenue, S(168938)",\$0.035/min from 7am to 9.59pm,\$2.14/entry from 10pm to 6.59am the following day,Charges same as weekdays,"\$0.018/min from 7am to 9.59pm, \$0.65/entry from 10pm to 6.59am the following day",1.279768,103.838629
618,Lasalle College of the Arts,"1 McNally Street, S(187940)","\$2.00 for 1st hr, \$0.05 for next subsequent min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$2.00 for 1st hr, \$0.05 for next subsequent min from 11pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3025743,103.85133959999999
619,HortPark,"33 Hyderabad Road, S(119578)",\$0.60/30min from 6am to 10pm,"\$0.60/30min from 10pm to 7am the following day, maximum charge of \$5.00 for vehicles entering from 7pm to 10pm",Charges same as weekdays,Charges same as weekdays,1.278715,103.80131309999999
620,Marina Barrage,"260 Marina Way, S(018976)","\$0,025/min for the 1st 5hr, \$0.05/min for next subsequent hr from 5am to 6pm","\$0.02/min from 6pm to 12midnight, \$0.05/min from 12midnight to 5am the following day",Charges same as weekdays,Charges same as weekdays,1.2798007999999998,103.86969559999999
621,Singapore Recreation Club,"B Connaught Drive, S(179682)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5pm",\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2921416000000001,103.8538267
622,"West Coast Park (Carpark 1, 2 and 3)","34 West Coast Park, S(127711)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3167833,103.755092
623,ComfortDelGro Driving Centre,"205 Ubi Avenue 4, S(408805)",*,*,*,*,1.33562,103.896641
624,Prudential Tower,"30 Cecil Street, S(049712)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,1.2828361000000001,103.8499432
625,Heartland Mall,"205 Hougang Street 21, S(530205)",\$1.00/hr from 7am to 10.30pm,\$2.00/hr from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3594258,103.88517490000001
626,St Regis Singapore,"29 Tanglin Road, S(247911)","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 7am to 5pm",\$5/entry from 5pm to 7am the following day,Charges same as weekdays,\$5.00/entry from 7am to 7am the following day,1.3056756,103.82602609999999
627,Abacus Plaza,"3 Tampines Central 1, S(529540)",\$2.00/hr form 8am to 5pm,\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry from 8am to 8am the following day,1.352687,103.9429503
628,LHK 2 Building,"76 Playfair Road, S(367996)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 8am to 5pm",\$2.00/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.00/entry,1.3365023,103.88658819999999
629,Pasir Panjang Ferry Terminal,"35 West Coast Highway, S(117862)","\$1.07 for 1st hr, \$1.07 for next subsequent hr from 6am to 4.59pm","\$2.14/entry from 5pm to 11.59pm, \$2.14/entry from 12midnight to 5.59am",Charges same as weekdays,Charges same as weekdays,1.352083,103.819836
630,Jackson Square,"11 Lorong 3 Toa Payoh, S(319579)",\$0.50/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$1.00/entry from 8am to 8am the following day,1.3369102,103.848618
631,Jurong Medical Centre,"60 Jurong West Central 3, S(648346)","\$2.15 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm","\$2.15 for 1st hr, \$1.07 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3405363000000001,103.7045809
